id,trip_id,sequence_no,origin_station_id,destination_station_id,departure_at,arrival_at,distance_km,created_at
2463,130,12,12,13,2024-05-10T16:50:00+07:00,2024-05-10T20:50:00+07:00,168.0,2024-05-09T22:20:00+07:00
2464,130,13,13,14,2024-05-10T20:50:00+07:00,2024-05-10T23:20:00+07:00,102.0,2024-05-09T22:20:00+07:00
2465,130,14,14,15,2024-05-10T23:20:00+07:00,2024-05-11T00:20:00+07:00,117.0,2024-05-09T22:20:00+07:00
2466,130,15,15,16,2024-05-11T00:20:00+07:00,2024-05-11T00:50:00+07:00,93.0,2024-05-09T22:20:00+07:00
2467,130,16,16,17,2024-05-11T00:50:00+07:00,2024-05-11T03:50:00+07:00,143.0,2024-05-09T22:20:00+07:00
2468,130,17,17,18,2024-05-11T03:50:00+07:00,2024-05-11T04:50:00+07:00,86.0,2024-05-09T22:20:00+07:00
2469,130,18,18,19,2024-05-11T04:50:00+07:00,2024-05-11T05:20:00+07:00,57.0,2024-05-09T22:20:00+07:00
2470,130,19,19,20,2024-05-11T05:20:00+07:00,2024-05-11T05:45:00+07:00,32.0,2024-05-09T22:20:00+07:00
2471,131,1,1,2,2024-05-10T22:20:00+07:00,2024-05-10T23:05:00+07:00,56.0,2024-05-10T22:20:00+07:00
2472,131,2,2,3,2024-05-10T23:05:00+07:00,2024-05-10T23:35:00+07:00,31.0,2024-05-10T22:20:00+07:00
2473,131,3,3,4,2024-05-10T23:35:00+07:00,2024-05-11T00:05:00+07:00,28.0,2024-05-10T22:20:00+07:00
2474,131,4,4,5,2024-05-11T00:05:00+07:00,2024-05-11T01:20:00+07:00,60.0,2024-05-10T22:20:00+07:00
2475,131,5,5,6,2024-05-11T01:20:00+07:00,2024-05-11T03:55:00+07:00,144.0,2024-05-10T22:20:00+07:00
2476,131,6,6,7,2024-05-11T03:55:00+07:00,2024-05-11T08:20:00+07:00,203.0,2024-05-10T22:20:00+07:00
2477,131,7,7,8,2024-05-11T08:20:00+07:00,2024-05-11T09:50:00+07:00,100.0,2024-05-10T22:20:00+07:00
2478,131,8,8,9,2024-05-11T09:50:00+07:00,2024-05-11T11:00:00+07:00,66.0,2024-05-10T22:20:00+07:00
2479,131,9,9,10,2024-05-11T11:00:00+07:00,2024-05-11T13:45:00+07:00,103.0,2024-05-10T22:20:00+07:00
2480,131,10,10,11,2024-05-11T13:45:00+07:00,2024-05-11T15:20:00+07:00,74.0,2024-05-10T22:20:00+07:00
2481,131,11,11,12,2024-05-11T15:20:00+07:00,2024-05-11T16:50:00+07:00,63.0,2024-05-10T22:20:00+07:00
2482,131,12,12,13,2024-05-11T16:50:00+07:00,2024-05-11T20:50:00+07:00,168.0,2024-05-10T22:20:00+07:00
2483,131,13,13,14,2024-05-11T20:50:00+07:00,2024-05-11T23:20:00+07:00,102.0,2024-05-10T22:20:00+07:00
2484,131,14,14,15,2024-05-11T23:20:00+07:00,2024-05-12T00:20:00+07:00,117.0,2024-05-10T22:20:00+07:00
2485,131,15,15,16,2024-05-12T00:20:00+07:00,2024-05-12T00:50:00+07:00,93.0,2024-05-10T22:20:00+07:00
2486,131,16,16,17,2024-05-12T00:50:00+07:00,2024-05-12T03:50:00+07:00,143.0,2024-05-10T22:20:00+07:00
2487,131,17,17,18,2024-05-12T03:50:00+07:00,2024-05-12T04:50:00+07:00,86.0,2024-05-10T22:20:00+07:00
2488,131,18,18,19,2024-05-12T04:50:00+07:00,2024-05-12T05:20:00+07:00,57.0,2024-05-10T22:20:00+07:00
2489,131,19,19,20,2024-05-12T05:20:00+07:00,2024-05-12T05:45:00+07:00,32.0,2024-05-10T22:20:00+07:00
2490,132,1,1,2,2024-05-11T22:20:00+07:00,2024-05-11T23:05:00+07:00,56.0,2024-05-11T22:20:00+07:00
2491,132,2,2,3,2024-05-11T23:05:00+07:00,2024-05-11T23:35:00+07:00,31.0,2024-05-11T22:20:00+07:00
2492,132,3,3,4,2024-05-11T23:35:00+07:00,2024-05-12T00:05:00+07:00,28.0,2024-05-11T22:20:00+07:00
2493,132,4,4,5,2024-05-12T00:05:00+07:00,2024-05-12T01:20:00+07:00,60.0,2024-05-11T22:20:00+07:00
2494,132,5,5,6,2024-05-12T01:20:00+07:00,2024-05-12T03:55:00+07:00,144.0,2024-05-11T22:20:00+07:00
2495,132,6,6,7,2024-05-12T03:55:00+07:00,2024-05-12T08:20:00+07:00,203.0,2024-05-11T22:20:00+07:00
2496,132,7,7,8,2024-05-12T08:20:00+07:00,2024-05-12T09:50:00+07:00,100.0,2024-05-11T22:20:00+07:00
2497,132,8,8,9,2024-05-12T09:50:00+07:00,2024-05-12T11:00:00+07:00,66.0,2024-05-11T22:20:00+07:00
2498,132,9,9,10,2024-05-12T11:00:00+07:00,2024-05-12T13:45:00+07:00,103.0,2024-05-11T22:20:00+07:00
2499,132,10,10,11,2024-05-12T13:45:00+07:00,2024-05-12T15:20:00+07:00,74.0,2024-05-11T22:20:00+07:00
2500,132,11,11,12,2024-05-12T15:20:00+07:00,2024-05-12T16:50:00+07:00,63.0,2024-05-11T22:20:00+07:00
2501,132,12,12,13,2024-05-12T16:50:00+07:00,2024-05-12T20:50:00+07:00,168.0,2024-05-11T22:20:00+07:00
2502,132,13,13,14,2024-05-12T20:50:00+07:00,2024-05-12T23:20:00+07:00,102.0,2024-05-11T22:20:00+07:00
2503,132,14,14,15,2024-05-12T23:20:00+07:00,2024-05-13T00:20:00+07:00,117.0,2024-05-11T22:20:00+07:00
2504,132,15,15,16,2024-05-13T00:20:00+07:00,2024-05-13T00:50:00+07:00,93.0,2024-05-11T22:20:00+07:00
2505,132,16,16,17,2024-05-13T00:50:00+07:00,2024-05-13T03:50:00+07:00,143.0,2024-05-11T22:20:00+07:00
2506,132,17,17,18,2024-05-13T03:50:00+07:00,2024-05-13T04:50:00+07:00,86.0,2024-05-11T22:20:00+07:00
2507,132,18,18,19,2024-05-13T04:50:00+07:00,2024-05-13T05:20:00+07:00,57.0,2024-05-11T22:20:00+07:00
2508,132,19,19,20,2024-05-13T05:20:00+07:00,2024-05-13T05:45:00+07:00,32.0,2024-05-11T22:20:00+07:00
2509,133,1,1,2,2024-05-12T22:20:00+07:00,2024-05-12T23:05:00+07:00,56.0,2024-05-12T22:20:00+07:00
2510,133,2,2,3,2024-05-12T23:05:00+07:00,2024-05-12T23:35:00+07:00,31.0,2024-05-12T22:20:00+07:00
2511,133,3,3,4,2024-05-12T23:35:00+07:00,2024-05-13T00:05:00+07:00,28.0,2024-05-12T22:20:00+07:00
2512,133,4,4,5,2024-05-13T00:05:00+07:00,2024-05-13T01:20:00+07:00,60.0,2024-05-12T22:20:00+07:00
2513,133,5,5,6,2024-05-13T01:20:00+07:00,2024-05-13T03:55:00+07:00,144.0,2024-05-12T22:20:00+07:00
2514,133,6,6,7,2024-05-13T03:55:00+07:00,2024-05-13T08:20:00+07:00,203.0,2024-05-12T22:20:00+07:00
2515,133,7,7,8,2024-05-13T08:20:00+07:00,2024-05-13T09:50:00+07:00,100.0,2024-05-12T22:20:00+07:00
2516,133,8,8,9,2024-05-13T09:50:00+07:00,2024-05-13T11:00:00+07:00,66.0,2024-05-12T22:20:00+07:00
2517,133,9,9,10,2024-05-13T11:00:00+07:00,2024-05-13T13:45:00+07:00,103.0,2024-05-12T22:20:00+07:00
2518,133,10,10,11,2024-05-13T13:45:00+07:00,2024-05-13T15:20:00+07:00,74.0,2024-05-12T22:20:00+07:00
2519,133,11,11,12,2024-05-13T15:20:00+07:00,2024-05-13T16:50:00+07:00,63.0,2024-05-12T22:20:00+07:00
2520,133,12,12,13,2024-05-13T16:50:00+07:00,2024-05-13T20:50:00+07:00,168.0,2024-05-12T22:20:00+07:00
2521,133,13,13,14,2024-05-13T20:50:00+07:00,2024-05-13T23:20:00+07:00,102.0,2024-05-12T22:20:00+07:00
2522,133,14,14,15,2024-05-13T23:20:00+07:00,2024-05-14T00:20:00+07:00,117.0,2024-05-12T22:20:00+07:00
2523,133,15,15,16,2024-05-14T00:20:00+07:00,2024-05-14T00:50:00+07:00,93.0,2024-05-12T22:20:00+07:00
2524,133,16,16,17,2024-05-14T00:50:00+07:00,2024-05-14T03:50:00+07:00,143.0,2024-05-12T22:20:00+07:00
2525,133,17,17,18,2024-05-14T03:50:00+07:00,2024-05-14T04:50:00+07:00,86.0,2024-05-12T22:20:00+07:00
2526,133,18,18,19,2024-05-14T04:50:00+07:00,2024-05-14T05:20:00+07:00,57.0,2024-05-12T22:20:00+07:00
2527,133,19,19,20,2024-05-14T05:20:00+07:00,2024-05-14T05:45:00+07:00,32.0,2024-05-12T22:20:00+07:00
2528,134,1,1,2,2024-05-13T22:20:00+07:00,2024-05-13T23:05:00+07:00,56.0,2024-05-13T22:20:00+07:00
2529,134,2,2,3,2024-05-13T23:05:00+07:00,2024-05-13T23:35:00+07:00,31.0,2024-05-13T22:20:00+07:00
2530,134,3,3,4,2024-05-13T23:35:00+07:00,2024-05-14T00:05:00+07:00,28.0,2024-05-13T22:20:00+07:00
2531,134,4,4,5,2024-05-14T00:05:00+07:00,2024-05-14T01:20:00+07:00,60.0,2024-05-13T22:20:00+07:00
2532,134,5,5,6,2024-05-14T01:20:00+07:00,2024-05-14T03:55:00+07:00,144.0,2024-05-13T22:20:00+07:00
2533,134,6,6,7,2024-05-14T03:55:00+07:00,2024-05-14T08:20:00+07:00,203.0,2024-05-13T22:20:00+07:00
2534,134,7,7,8,2024-05-14T08:20:00+07:00,2024-05-14T09:50:00+07:00,100.0,2024-05-13T22:20:00+07:00
2535,134,8,8,9,2024-05-14T09:50:00+07:00,2024-05-14T11:00:00+07:00,66.0,2024-05-13T22:20:00+07:00
2536,134,9,9,10,2024-05-14T11:00:00+07:00,2024-05-14T13:45:00+07:00,103.0,2024-05-13T22:20:00+07:00
2537,134,10,10,11,2024-05-14T13:45:00+07:00,2024-05-14T15:20:00+07:00,74.0,2024-05-13T22:20:00+07:00
2538,134,11,11,12,2024-05-14T15:20:00+07:00,2024-05-14T16:50:00+07:00,63.0,2024-05-13T22:20:00+07:00
2539,134,12,12,13,2024-05-14T16:50:00+07:00,2024-05-14T20:50:00+07:00,168.0,2024-05-13T22:20:00+07:00
2540,134,13,13,14,2024-05-14T20:50:00+07:00,2024-05-14T23:20:00+07:00,102.0,2024-05-13T22:20:00+07:00
2541,134,14,14,15,2024-05-14T23:20:00+07:00,2024-05-15T00:20:00+07:00,117.0,2024-05-13T22:20:00+07:00
2542,134,15,15,16,2024-05-15T00:20:00+07:00,2024-05-15T00:50:00+07:00,93.0,2024-05-13T22:20:00+07:00
2543,134,16,16,17,2024-05-15T00:50:00+07:00,2024-05-15T03:50:00+07:00,143.0,2024-05-13T22:20:00+07:00
2544,134,17,17,18,2024-05-15T03:50:00+07:00,2024-05-15T04:50:00+07:00,86.0,2024-05-13T22:20:00+07:00
2545,134,18,18,19,2024-05-15T04:50:00+07:00,2024-05-15T05:20:00+07:00,57.0,2024-05-13T22:20:00+07:00
2546,134,19,19,20,2024-05-15T05:20:00+07:00,2024-05-15T05:45:00+07:00,32.0,2024-05-13T22:20:00+07:00
2547,135,1,1,2,2024-05-14T22:20:00+07:00,2024-05-14T23:05:00+07:00,56.0,2024-05-14T22:20:00+07:00
2548,135,2,2,3,2024-05-14T23:05:00+07:00,2024-05-14T23:35:00+07:00,31.0,2024-05-14T22:20:00+07:00
2549,135,3,3,4,2024-05-14T23:35:00+07:00,2024-05-15T00:05:00+07:00,28.0,2024-05-14T22:20:00+07:00
2550,135,4,4,5,2024-05-15T00:05:00+07:00,2024-05-15T01:20:00+07:00,60.0,2024-05-14T22:20:00+07:00
2551,135,5,5,6,2024-05-15T01:20:00+07:00,2024-05-15T03:55:00+07:00,144.0,2024-05-14T22:20:00+07:00
2552,135,6,6,7,2024-05-15T03:55:00+07:00,2024-05-15T08:20:00+07:00,203.0,2024-05-14T22:20:00+07:00
2553,135,7,7,8,2024-05-15T08:20:00+07:00,2024-05-15T09:50:00+07:00,100.0,2024-05-14T22:20:00+07:00
2554,135,8,8,9,2024-05-15T09:50:00+07:00,2024-05-15T11:00:00+07:00,66.0,2024-05-14T22:20:00+07:00
2555,135,9,9,10,2024-05-15T11:00:00+07:00,2024-05-15T13:45:00+07:00,103.0,2024-05-14T22:20:00+07:00
2556,135,10,10,11,2024-05-15T13:45:00+07:00,2024-05-15T15:20:00+07:00,74.0,2024-05-14T22:20:00+07:00
2557,135,11,11,12,2024-05-15T15:20:00+07:00,2024-05-15T16:50:00+07:00,63.0,2024-05-14T22:20:00+07:00
2558,135,12,12,13,2024-05-15T16:50:00+07:00,2024-05-15T20:50:00+07:00,168.0,2024-05-14T22:20:00+07:00
2559,135,13,13,14,2024-05-15T20:50:00+07:00,2024-05-15T23:20:00+07:00,102.0,2024-05-14T22:20:00+07:00
2560,135,14,14,15,2024-05-15T23:20:00+07:00,2024-05-16T00:20:00+07:00,117.0,2024-05-14T22:20:00+07:00
2561,135,15,15,16,2024-05-16T00:20:00+07:00,2024-05-16T00:50:00+07:00,93.0,2024-05-14T22:20:00+07:00
2562,135,16,16,17,2024-05-16T00:50:00+07:00,2024-05-16T03:50:00+07:00,143.0,2024-05-14T22:20:00+07:00
2563,135,17,17,18,2024-05-16T03:50:00+07:00,2024-05-16T04:50:00+07:00,86.0,2024-05-14T22:20:00+07:00
2564,135,18,18,19,2024-05-16T04:50:00+07:00,2024-05-16T05:20:00+07:00,57.0,2024-05-14T22:20:00+07:00
2565,135,19,19,20,2024-05-16T05:20:00+07:00,2024-05-16T05:45:00+07:00,32.0,2024-05-14T22:20:00+07:00
2566,136,1,1,2,2024-05-15T22:20:00+07:00,2024-05-15T23:05:00+07:00,56.0,2024-05-15T22:20:00+07:00
2567,136,2,2,3,2024-05-15T23:05:00+07:00,2024-05-15T23:35:00+07:00,31.0,2024-05-15T22:20:00+07:00
2568,136,3,3,4,2024-05-15T23:35:00+07:00,2024-05-16T00:05:00+07:00,28.0,2024-05-15T22:20:00+07:00
2569,136,4,4,5,2024-05-16T00:05:00+07:00,2024-05-16T01:20:00+07:00,60.0,2024-05-15T22:20:00+07:00
2570,136,5,5,6,2024-05-16T01:20:00+07:00,2024-05-16T03:55:00+07:00,144.0,2024-05-15T22:20:00+07:00
2571,136,6,6,7,2024-05-16T03:55:00+07:00,2024-05-16T08:20:00+07:00,203.0,2024-05-15T22:20:00+07:00
2572,136,7,7,8,2024-05-16T08:20:00+07:00,2024-05-16T09:50:00+07:00,100.0,2024-05-15T22:20:00+07:00
2573,136,8,8,9,2024-05-16T09:50:00+07:00,2024-05-16T11:00:00+07:00,66.0,2024-05-15T22:20:00+07:00
2574,136,9,9,10,2024-05-16T11:00:00+07:00,2024-05-16T13:45:00+07:00,103.0,2024-05-15T22:20:00+07:00
2575,136,10,10,11,2024-05-16T13:45:00+07:00,2024-05-16T15:20:00+07:00,74.0,2024-05-15T22:20:00+07:00
2576,136,11,11,12,2024-05-16T15:20:00+07:00,2024-05-16T16:50:00+07:00,63.0,2024-05-15T22:20:00+07:00
2577,136,12,12,13,2024-05-16T16:50:00+07:00,2024-05-16T20:50:00+07:00,168.0,2024-05-15T22:20:00+07:00
2578,136,13,13,14,2024-05-16T20:50:00+07:00,2024-05-16T23:20:00+07:00,102.0,2024-05-15T22:20:00+07:00
2579,136,14,14,15,2024-05-16T23:20:00+07:00,2024-05-17T00:20:00+07:00,117.0,2024-05-15T22:20:00+07:00
2580,136,15,15,16,2024-05-17T00:20:00+07:00,2024-05-17T00:50:00+07:00,93.0,2024-05-15T22:20:00+07:00
2581,136,16,16,17,2024-05-17T00:50:00+07:00,2024-05-17T03:50:00+07:00,143.0,2024-05-15T22:20:00+07:00
2582,136,17,17,18,2024-05-17T03:50:00+07:00,2024-05-17T04:50:00+07:00,86.0,2024-05-15T22:20:00+07:00
2583,136,18,18,19,2024-05-17T04:50:00+07:00,2024-05-17T05:20:00+07:00,57.0,2024-05-15T22:20:00+07:00
2584,136,19,19,20,2024-05-17T05:20:00+07:00,2024-05-17T05:45:00+07:00,32.0,2024-05-15T22:20:00+07:00
2585,137,1,1,2,2024-05-16T22:20:00+07:00,2024-05-16T23:05:00+07:00,56.0,2024-05-16T22:20:00+07:00
2586,137,2,2,3,2024-05-16T23:05:00+07:00,2024-05-16T23:35:00+07:00,31.0,2024-05-16T22:20:00+07:00
2587,137,3,3,4,2024-05-16T23:35:00+07:00,2024-05-17T00:05:00+07:00,28.0,2024-05-16T22:20:00+07:00
2588,137,4,4,5,2024-05-17T00:05:00+07:00,2024-05-17T01:20:00+07:00,60.0,2024-05-16T22:20:00+07:00
2589,137,5,5,6,2024-05-17T01:20:00+07:00,2024-05-17T03:55:00+07:00,144.0,2024-05-16T22:20:00+07:00
2590,137,6,6,7,2024-05-17T03:55:00+07:00,2024-05-17T08:20:00+07:00,203.0,2024-05-16T22:20:00+07:00
2591,137,7,7,8,2024-05-17T08:20:00+07:00,2024-05-17T09:50:00+07:00,100.0,2024-05-16T22:20:00+07:00
2592,137,8,8,9,2024-05-17T09:50:00+07:00,2024-05-17T11:00:00+07:00,66.0,2024-05-16T22:20:00+07:00
2593,137,9,9,10,2024-05-17T11:00:00+07:00,2024-05-17T13:45:00+07:00,103.0,2024-05-16T22:20:00+07:00
2594,137,10,10,11,2024-05-17T13:45:00+07:00,2024-05-17T15:20:00+07:00,74.0,2024-05-16T22:20:00+07:00
2595,137,11,11,12,2024-05-17T15:20:00+07:00,2024-05-17T16:50:00+07:00,63.0,2024-05-16T22:20:00+07:00
2596,137,12,12,13,2024-05-17T16:50:00+07:00,2024-05-17T20:50:00+07:00,168.0,2024-05-16T22:20:00+07:00
2597,137,13,13,14,2024-05-17T20:50:00+07:00,2024-05-17T23:20:00+07:00,102.0,2024-05-16T22:20:00+07:00
2598,137,14,14,15,2024-05-17T23:20:00+07:00,2024-05-18T00:20:00+07:00,117.0,2024-05-16T22:20:00+07:00
2599,137,15,15,16,2024-05-18T00:20:00+07:00,2024-05-18T00:50:00+07:00,93.0,2024-05-16T22:20:00+07:00
2600,137,16,16,17,2024-05-18T00:50:00+07:00,2024-05-18T03:50:00+07:00,143.0,2024-05-16T22:20:00+07:00
2601,137,17,17,18,2024-05-18T03:50:00+07:00,2024-05-18T04:50:00+07:00,86.0,2024-05-16T22:20:00+07:00
2602,137,18,18,19,2024-05-18T04:50:00+07:00,2024-05-18T05:20:00+07:00,57.0,2024-05-16T22:20:00+07:00
2603,137,19,19,20,2024-05-18T05:20:00+07:00,2024-05-18T05:45:00+07:00,32.0,2024-05-16T22:20:00+07:00
2604,138,1,1,2,2024-05-17T22:20:00+07:00,2024-05-17T23:05:00+07:00,56.0,2024-05-17T22:20:00+07:00
2605,138,2,2,3,2024-05-17T23:05:00+07:00,2024-05-17T23:35:00+07:00,31.0,2024-05-17T22:20:00+07:00
2606,138,3,3,4,2024-05-17T23:35:00+07:00,2024-05-18T00:05:00+07:00,28.0,2024-05-17T22:20:00+07:00
2607,138,4,4,5,2024-05-18T00:05:00+07:00,2024-05-18T01:20:00+07:00,60.0,2024-05-17T22:20:00+07:00
2608,138,5,5,6,2024-05-18T01:20:00+07:00,2024-05-18T03:55:00+07:00,144.0,2024-05-17T22:20:00+07:00
2609,138,6,6,7,2024-05-18T03:55:00+07:00,2024-05-18T08:20:00+07:00,203.0,2024-05-17T22:20:00+07:00
2610,138,7,7,8,2024-05-18T08:20:00+07:00,2024-05-18T09:50:00+07:00,100.0,2024-05-17T22:20:00+07:00
2611,138,8,8,9,2024-05-18T09:50:00+07:00,2024-05-18T11:00:00+07:00,66.0,2024-05-17T22:20:00+07:00
2612,138,9,9,10,2024-05-18T11:00:00+07:00,2024-05-18T13:45:00+07:00,103.0,2024-05-17T22:20:00+07:00
2613,138,10,10,11,2024-05-18T13:45:00+07:00,2024-05-18T15:20:00+07:00,74.0,2024-05-17T22:20:00+07:00
2614,138,11,11,12,2024-05-18T15:20:00+07:00,2024-05-18T16:50:00+07:00,63.0,2024-05-17T22:20:00+07:00
2615,138,12,12,13,2024-05-18T16:50:00+07:00,2024-05-18T20:50:00+07:00,168.0,2024-05-17T22:20:00+07:00
2616,138,13,13,14,2024-05-18T20:50:00+07:00,2024-05-18T23:20:00+07:00,102.0,2024-05-17T22:20:00+07:00
2617,138,14,14,15,2024-05-18T23:20:00+07:00,2024-05-19T00:20:00+07:00,117.0,2024-05-17T22:20:00+07:00
2618,138,15,15,16,2024-05-19T00:20:00+07:00,2024-05-19T00:50:00+07:00,93.0,2024-05-17T22:20:00+07:00
2619,138,16,16,17,2024-05-19T00:50:00+07:00,2024-05-19T03:50:00+07:00,143.0,2024-05-17T22:20:00+07:00
2620,138,17,17,18,2024-05-19T03:50:00+07:00,2024-05-19T04:50:00+07:00,86.0,2024-05-17T22:20:00+07:00
2621,138,18,18,19,2024-05-19T04:50:00+07:00,2024-05-19T05:20:00+07:00,57.0,2024-05-17T22:20:00+07:00
2622,138,19,19,20,2024-05-19T05:20:00+07:00,2024-05-19T05:45:00+07:00,32.0,2024-05-17T22:20:00+07:00
2623,139,1,1,2,2024-05-18T22:20:00+07:00,2024-05-18T23:05:00+07:00,56.0,2024-05-18T22:20:00+07:00
2624,139,2,2,3,2024-05-18T23:05:00+07:00,2024-05-18T23:35:00+07:00,31.0,2024-05-18T22:20:00+07:00
2625,139,3,3,4,2024-05-18T23:35:00+07:00,2024-05-19T00:05:00+07:00,28.0,2024-05-18T22:20:00+07:00
2626,139,4,4,5,2024-05-19T00:05:00+07:00,2024-05-19T01:20:00+07:00,60.0,2024-05-18T22:20:00+07:00
2627,139,5,5,6,2024-05-19T01:20:00+07:00,2024-05-19T03:55:00+07:00,144.0,2024-05-18T22:20:00+07:00
2628,139,6,6,7,2024-05-19T03:55:00+07:00,2024-05-19T08:20:00+07:00,203.0,2024-05-18T22:20:00+07:00
2629,139,7,7,8,2024-05-19T08:20:00+07:00,2024-05-19T09:50:00+07:00,100.0,2024-05-18T22:20:00+07:00
2630,139,8,8,9,2024-05-19T09:50:00+07:00,2024-05-19T11:00:00+07:00,66.0,2024-05-18T22:20:00+07:00
2631,139,9,9,10,2024-05-19T11:00:00+07:00,2024-05-19T13:45:00+07:00,103.0,2024-05-18T22:20:00+07:00
2632,139,10,10,11,2024-05-19T13:45:00+07:00,2024-05-19T15:20:00+07:00,74.0,2024-05-18T22:20:00+07:00
2633,139,11,11,12,2024-05-19T15:20:00+07:00,2024-05-19T16:50:00+07:00,63.0,2024-05-18T22:20:00+07:00
2634,139,12,12,13,2024-05-19T16:50:00+07:00,2024-05-19T20:50:00+07:00,168.0,2024-05-18T22:20:00+07:00
2635,139,13,13,14,2024-05-19T20:50:00+07:00,2024-05-19T23:20:00+07:00,102.0,2024-05-18T22:20:00+07:00
2636,139,14,14,15,2024-05-19T23:20:00+07:00,2024-05-20T00:20:00+07:00,117.0,2024-05-18T22:20:00+07:00
2637,139,15,15,16,2024-05-20T00:20:00+07:00,2024-05-20T00:50:00+07:00,93.0,2024-05-18T22:20:00+07:00
2638,139,16,16,17,2024-05-20T00:50:00+07:00,2024-05-20T03:50:00+07:00,143.0,2024-05-18T22:20:00+07:00
2639,139,17,17,18,2024-05-20T03:50:00+07:00,2024-05-20T04:50:00+07:00,86.0,2024-05-18T22:20:00+07:00
2640,139,18,18,19,2024-05-20T04:50:00+07:00,2024-05-20T05:20:00+07:00,57.0,2024-05-18T22:20:00+07:00
2641,139,19,19,20,2024-05-20T05:20:00+07:00,2024-05-20T05:45:00+07:00,32.0,2024-05-18T22:20:00+07:00
2642,140,1,1,2,2024-05-19T22:20:00+07:00,2024-05-19T23:05:00+07:00,56.0,2024-05-19T22:20:00+07:00
2643,140,2,2,3,2024-05-19T23:05:00+07:00,2024-05-19T23:35:00+07:00,31.0,2024-05-19T22:20:00+07:00
2644,140,3,3,4,2024-05-19T23:35:00+07:00,2024-05-20T00:05:00+07:00,28.0,2024-05-19T22:20:00+07:00
2645,140,4,4,5,2024-05-20T00:05:00+07:00,2024-05-20T01:20:00+07:00,60.0,2024-05-19T22:20:00+07:00
2646,140,5,5,6,2024-05-20T01:20:00+07:00,2024-05-20T03:55:00+07:00,144.0,2024-05-19T22:20:00+07:00
2647,140,6,6,7,2024-05-20T03:55:00+07:00,2024-05-20T08:20:00+07:00,203.0,2024-05-19T22:20:00+07:00
2648,140,7,7,8,2024-05-20T08:20:00+07:00,2024-05-20T09:50:00+07:00,100.0,2024-05-19T22:20:00+07:00
2649,140,8,8,9,2024-05-20T09:50:00+07:00,2024-05-20T11:00:00+07:00,66.0,2024-05-19T22:20:00+07:00
2650,140,9,9,10,2024-05-20T11:00:00+07:00,2024-05-20T13:45:00+07:00,103.0,2024-05-19T22:20:00+07:00
2651,140,10,10,11,2024-05-20T13:45:00+07:00,2024-05-20T15:20:00+07:00,74.0,2024-05-19T22:20:00+07:00
2652,140,11,11,12,2024-05-20T15:20:00+07:00,2024-05-20T16:50:00+07:00,63.0,2024-05-19T22:20:00+07:00
2653,140,12,12,13,2024-05-20T16:50:00+07:00,2024-05-20T20:50:00+07:00,168.0,2024-05-19T22:20:00+07:00
2654,140,13,13,14,2024-05-20T20:50:00+07:00,2024-05-20T23:20:00+07:00,102.0,2024-05-19T22:20:00+07:00
2655,140,14,14,15,2024-05-20T23:20:00+07:00,2024-05-21T00:20:00+07:00,117.0,2024-05-19T22:20:00+07:00
2656,140,15,15,16,2024-05-21T00:20:00+07:00,2024-05-21T00:50:00+07:00,93.0,2024-05-19T22:20:00+07:00
2657,140,16,16,17,2024-05-21T00:50:00+07:00,2024-05-21T03:50:00+07:00,143.0,2024-05-19T22:20:00+07:00
2658,140,17,17,18,2024-05-21T03:50:00+07:00,2024-05-21T04:50:00+07:00,86.0,2024-05-19T22:20:00+07:00
2659,140,18,18,19,2024-05-21T04:50:00+07:00,2024-05-21T05:20:00+07:00,57.0,2024-05-19T22:20:00+07:00
2660,140,19,19,20,2024-05-21T05:20:00+07:00,2024-05-21T05:45:00+07:00,32.0,2024-05-19T22:20:00+07:00
2661,141,1,1,2,2024-05-20T22:20:00+07:00,2024-05-20T23:05:00+07:00,56.0,2024-05-20T22:20:00+07:00
2662,141,2,2,3,2024-05-20T23:05:00+07:00,2024-05-20T23:35:00+07:00,31.0,2024-05-20T22:20:00+07:00
2663,141,3,3,4,2024-05-20T23:35:00+07:00,2024-05-21T00:05:00+07:00,28.0,2024-05-20T22:20:00+07:00
2664,141,4,4,5,2024-05-21T00:05:00+07:00,2024-05-21T01:20:00+07:00,60.0,2024-05-20T22:20:00+07:00
2665,141,5,5,6,2024-05-21T01:20:00+07:00,2024-05-21T03:55:00+07:00,144.0,2024-05-20T22:20:00+07:00
2666,141,6,6,7,2024-05-21T03:55:00+07:00,2024-05-21T08:20:00+07:00,203.0,2024-05-20T22:20:00+07:00
2667,141,7,7,8,2024-05-21T08:20:00+07:00,2024-05-21T09:50:00+07:00,100.0,2024-05-20T22:20:00+07:00
2668,141,8,8,9,2024-05-21T09:50:00+07:00,2024-05-21T11:00:00+07:00,66.0,2024-05-20T22:20:00+07:00
2669,141,9,9,10,2024-05-21T11:00:00+07:00,2024-05-21T13:45:00+07:00,103.0,2024-05-20T22:20:00+07:00
2670,141,10,10,11,2024-05-21T13:45:00+07:00,2024-05-21T15:20:00+07:00,74.0,2024-05-20T22:20:00+07:00
2671,141,11,11,12,2024-05-21T15:20:00+07:00,2024-05-21T16:50:00+07:00,63.0,2024-05-20T22:20:00+07:00
2672,141,12,12,13,2024-05-21T16:50:00+07:00,2024-05-21T20:50:00+07:00,168.0,2024-05-20T22:20:00+07:00
2673,141,13,13,14,2024-05-21T20:50:00+07:00,2024-05-21T23:20:00+07:00,102.0,2024-05-20T22:20:00+07:00
