segment_id,seat_type,remaining,updated_at
2379,giuong_nam_k6,137,2024-05-07T05:45:00+07:00
2380,ngoi_mem,101,2024-05-07T05:45:00+07:00
2380,giuong_nam_k6,116,2024-05-07T05:45:00+07:00
2381,ngoi_mem,97,2024-05-07T05:45:00+07:00
2381,giuong_nam_k6,99,2024-05-07T05:45:00+07:00
2382,ngoi_mem,89,2024-05-07T05:45:00+07:00
2382,giuong_nam_k6,91,2024-05-07T05:45:00+07:00
2383,ngoi_mem,85,2024-05-07T05:45:00+07:00
2383,giuong_nam_k6,86,2024-05-07T05:45:00+07:00
2384,ngoi_mem,30,2024-05-07T05:45:00+07:00
2384,giuong_nam_k6,58,2024-05-07T05:45:00+07:00
2385,ngoi_mem,48,2024-05-07T05:45:00+07:00
2385,giuong_nam_k6,71,2024-05-07T05:45:00+07:00
2386,ngoi_mem,70,2024-05-07T05:45:00+07:00
2386,giuong_nam_k6,80,2024-05-07T05:45:00+07:00
2387,ngoi_mem,93,2024-05-07T05:45:00+07:00
2387,giuong_nam_k6,92,2024-05-07T05:45:00+07:00
2388,ngoi_mem,104,2024-05-07T05:45:00+07:00
2388,giuong_nam_k6,104,2024-05-07T05:45:00+07:00
2389,ngoi_mem,101,2024-05-07T05:45:00+07:00
2389,giuong_nam_k6,112,2024-05-07T05:45:00+07:00
2390,ngoi_mem,107,2024-05-07T05:45:00+07:00
2390,giuong_nam_k6,140,2024-05-07T05:45:00+07:00
2391,ngoi_mem,111,2024-05-07T05:45:00+07:00
2391,giuong_nam_k6,148,2024-05-07T05:45:00+07:00
2392,ngoi_mem,120,2024-05-07T05:45:00+07:00
2392,giuong_nam_k6,163,2024-05-07T05:45:00+07:00
2393,ngoi_mem,124,2024-05-07T05:45:00+07:00
2393,giuong_nam_k6,167,2024-05-07T05:45:00+07:00
2394,ngoi_mem,118,2024-05-07T05:45:00+07:00
2394,giuong_nam_k6,188,2024-05-07T05:45:00+07:00
2395,ngoi_mem,105,2024-05-08T05:45:00+07:00
2395,giuong_nam_k6,196,2024-05-08T05:45:00+07:00
2396,ngoi_mem,104,2024-05-08T05:45:00+07:00
2396,giuong_nam_k6,189,2024-05-08T05:45:00+07:00
2397,ngoi_mem,100,2024-05-08T05:45:00+07:00
2397,giuong_nam_k6,180,2024-05-08T05:45:00+07:00
2398,ngoi_mem,97,2024-05-08T05:45:00+07:00
2398,giuong_nam_k6,175,2024-05-08T05:45:00+07:00
2399,ngoi_mem,99,2024-05-08T05:45:00+07:00
2399,giuong_nam_k6,164,2024-05-08T05:45:00+07:00
2400,ngoi_mem,114,2024-05-08T05:45:00+07:00
2400,giuong_nam_k6,134,2024-05-08T05:45:00+07:00
2401,ngoi_mem,105,2024-05-08T05:45:00+07:00
2401,giuong_nam_k6,131,2024-05-08T05:45:00+07:00
2402,ngoi_mem,95,2024-05-08T05:45:00+07:00
2402,giuong_nam_k6,125,2024-05-08T05:45:00+07:00
2403,ngoi_mem,73,2024-05-08T05:45:00+07:00
2403,giuong_nam_k6,112,2024-05-08T05:45:00+07:00
2404,ngoi_mem,114,2024-05-08T05:45:00+07:00
2404,giuong_nam_k6,121,2024-05-08T05:45:00+07:00
2405,ngoi_mem,124,2024-05-08T05:45:00+07:00
2405,giuong_nam_k6,125,2024-05-08T05:45:00+07:00
2406,ngoi_mem,129,2024-05-08T05:45:00+07:00
2406,giuong_nam_k6,127,2024-05-08T05:45:00+07:00
2407,ngoi_mem,137,2024-05-08T05:45:00+07:00
2407,giuong_nam_k6,128,2024-05-08T05:45:00+07:00
2408,ngoi_mem,138,2024-05-08T05:45:00+07:00
2408,giuong_nam_k6,127,2024-05-08T05:45:00+07:00
2409,ngoi_mem,147,2024-05-08T05:45:00+07:00
2409,giuong_nam_k6,167,2024-05-08T05:45:00+07:00
2410,ngoi_mem,151,2024-05-08T05:45:00+07:00
2410,giuong_nam_k6,177,2024-05-08T05:45:00+07:00
2411,ngoi_mem,155,2024-05-08T05:45:00+07:00
2411,giuong_nam_k6,178,2024-05-08T05:45:00+07:00
2412,ngoi_mem,155,2024-05-08T05:45:00+07:00
2412,giuong_nam_k6,183,2024-05-08T05:45:00+07:00
2413,ngoi_mem,159,2024-05-08T05:45:00+07:00
2413,giuong_nam_k6,190,2024-05-08T05:45:00+07:00
2414,ngoi_mem,127,2024-05-09T05:45:00+07:00
2414,giuong_nam_k6,207,2024-05-09T05:45:00+07:00
2415,ngoi_mem,121,2024-05-09T05:45:00+07:00
2415,giuong_nam_k6,210,2024-05-09T05:45:00+07:00
2416,ngoi_mem,123,2024-05-09T05:45:00+07:00
2416,giuong_nam_k6,207,2024-05-09T05:45:00+07:00
2417,ngoi_mem,120,2024-05-09T05:45:00+07:00
2417,giuong_nam_k6,199,2024-05-09T05:45:00+07:00
2418,ngoi_mem,120,2024-05-09T05:45:00+07:00
2418,giuong_nam_k6,191,2024-05-09T05:45:00+07:00
2419,ngoi_mem,115,2024-05-09T05:45:00+07:00
2419,giuong_nam_k6,172,2024-05-09T05:45:00+07:00
2420,ngoi_mem,111,2024-05-09T05:45:00+07:00
2420,giuong_nam_k6,168,2024-05-09T05:45:00+07:00
2421,ngoi_mem,104,2024-05-09T05:45:00+07:00
2421,giuong_nam_k6,167,2024-05-09T05:45:00+07:00
2422,ngoi_mem,84,2024-05-09T05:45:00+07:00
2422,giuong_nam_k6,146,2024-05-09T05:45:00+07:00
2423,ngoi_mem,101,2024-05-09T05:45:00+07:00
2423,giuong_nam_k6,151,2024-05-09T05:45:00+07:00
2424,ngoi_mem,107,2024-05-09T05:45:00+07:00
2424,giuong_nam_k6,157,2024-05-09T05:45:00+07:00
2425,ngoi_mem,120,2024-05-09T05:45:00+07:00
2425,giuong_nam_k6,159,2024-05-09T05:45:00+07:00
2426,ngoi_mem,133,2024-05-09T05:45:00+07:00
2426,giuong_nam_k6,158,2024-05-09T05:45:00+07:00
2427,ngoi_mem,134,2024-05-09T05:45:00+07:00
2427,giuong_nam_k6,159,2024-05-09T05:45:00+07:00
2428,ngoi_mem,147,2024-05-09T05:45:00+07:00
2428,giuong_nam_k6,194,2024-05-09T05:45:00+07:00
2429,ngoi_mem,148,2024-05-09T05:45:00+07:00
2429,giuong_nam_k6,202,2024-05-09T05:45:00+07:00
2430,ngoi_mem,146,2024-05-09T05:45:00+07:00
2430,giuong_nam_k6,202,2024-05-09T05:45:00+07:00
2431,ngoi_mem,145,2024-05-09T05:45:00+07:00
2431,giuong_nam_k6,200,2024-05-09T05:45:00+07:00
2432,ngoi_mem,142,2024-05-09T05:45:00+07:00
2432,giuong_nam_k6,206,2024-05-09T05:45:00+07:00
2433,ngoi_mem,154,2024-05-10T05:45:00+07:00
2433,giuong_nam_k6,179,2024-05-10T05:45:00+07:00
2434,ngoi_mem,153,2024-05-10T05:45:00+07:00
2434,giuong_nam_k6,173,2024-05-10T05:45:00+07:00
2435,ngoi_mem,150,2024-05-10T05:45:00+07:00
2435,giuong_nam_k6,168,2024-05-10T05:45:00+07:00
2436,ngoi_mem,152,2024-05-10T05:45:00+07:00
2436,giuong_nam_k6,161,2024-05-10T05:45:00+07:00
2437,ngoi_mem,147,2024-05-10T05:45:00+07:00
2437,giuong_nam_k6,153,2024-05-10T05:45:00+07:00
2438,ngoi_mem,140,2024-05-10T05:45:00+07:00
2438,giuong_nam_k6,129,2024-05-10T05:45:00+07:00
2439,ngoi_mem,131,2024-05-10T05:45:00+07:00
2439,giuong_nam_k6,130,2024-05-10T05:45:00+07:00
2440,ngoi_mem,129,2024-05-10T05:45:00+07:00
2440,giuong_nam_k6,124,2024-05-10T05:45:00+07:00
2441,ngoi_mem,100,2024-05-10T05:45:00+07:00
2441,giuong_nam_k6,113,2024-05-10T05:45:00+07:00
2442,ngoi_mem,109,2024-05-10T05:45:00+07:00
2442,giuong_nam_k6,115,2024-05-10T05:45:00+07:00
2443,ngoi_mem,111,2024-05-10T05:45:00+07:00
2443,giuong_nam_k6,119,2024-05-10T05:45:00+07:00
2444,ngoi_mem,131,2024-05-10T05:45:00+07:00
2444,giuong_nam_k6,122,2024-05-10T05:45:00+07:00
2445,ngoi_mem,140,2024-05-10T05:45:00+07:00
2445,giuong_nam_k6,124,2024-05-10T05:45:00+07:00
2446,ngoi_mem,144,2024-05-10T05:45:00+07:00
2446,giuong_nam_k6,126,2024-05-10T05:45:00+07:00
2447,ngoi_mem,150,2024-05-10T05:45:00+07:00
2447,giuong_nam_k6,168,2024-05-10T05:45:00+07:00
2448,ngoi_mem,154,2024-05-10T05:45:00+07:00
2448,giuong_nam_k6,177,2024-05-10T05:45:00+07:00
2449,ngoi_mem,157,2024-05-10T05:45:00+07:00
2449,giuong_nam_k6,182,2024-05-10T05:45:00+07:00
2450,ngoi_mem,163,2024-05-10T05:45:00+07:00
2450,giuong_nam_k6,186,2024-05-10T05:45:00+07:00
2451,ngoi_mem,160,2024-05-10T05:45:00+07:00
2451,giuong_nam_k6,191,2024-05-10T05:45:00+07:00
2452,ngoi_mem,122,2024-05-11T05:45:00+07:00
2452,giuong_nam_k6,141,2024-05-11T05:45:00+07:00
2453,ngoi_mem,115,2024-05-11T05:45:00+07:00
2453,giuong_nam_k6,134,2024-05-11T05:45:00+07:00
2454,ngoi_mem,114,2024-05-11T05:45:00+07:00
2454,giuong_nam_k6,127,2024-05-11T05:45:00+07:00
2455,ngoi_mem,116,2024-05-11T05:45:00+07:00
2455,giuong_nam_k6,119,2024-05-11T05:45:00+07:00
2456,ngoi_mem,102,2024-05-11T05:45:00+07:00
2456,giuong_nam_k6,102,2024-05-11T05:45:00+07:00
2457,ngoi_mem,89,2024-05-11T05:45:00+07:00
2457,giuong_nam_k6,64,2024-05-11T05:45:00+07:00
2458,ngoi_mem,93,2024-05-11T05:45:00+07:00
2458,giuong_nam_k6,64,2024-05-11T05:45:00+07:00
2459,ngoi_mem,79,2024-05-11T05:45:00+07:00
2459,giuong_nam_k6,57,2024-05-11T05:45:00+07:00
2460,ngoi_mem,52,2024-05-11T05:45:00+07:00
2460,giuong_nam_k6,44,2024-05-11T05:45:00+07:00
2461,ngoi_mem,78,2024-05-11T05:45:00+07:00
2461,giuong_nam_k6,85,2024-05-11T05:45:00+07:00
2462,ngoi_mem,94,2024-05-11T05:45:00+07:00
2462,giuong_nam_k6,86,2024-05-11T05:45:00+07:00
2463,ngoi_mem,108,2024-05-11T05:45:00+07:00
2463,giuong_nam_k6,104,2024-05-11T05:45:00+07:00
2464,ngoi_mem,106,2024-05-11T05:45:00+07:00
2464,giuong_nam_k6,108,2024-05-11T05:45:00+07:00
2465,ngoi_mem,107,2024-05-11T05:45:00+07:00
2465,giuong_nam_k6,112,2024-05-11T05:45:00+07:00
2466,ngoi_mem,126,2024-05-11T05:45:00+07:00
2466,giuong_nam_k6,136,2024-05-11T05:45:00+07:00
2467,ngoi_mem,136,2024-05-11T05:45:00+07:00
2467,giuong_nam_k6,144,2024-05-11T05:45:00+07:00
2468,ngoi_mem,127,2024-05-11T05:45:00+07:00
2468,giuong_nam_k6,155,2024-05-11T05:45:00+07:00
2469,ngoi_mem,128,2024-05-11T05:45:00+07:00
2469,giuong_nam_k6,158,2024-05-11T05:45:00+07:00
2470,ngoi_mem,134,2024-05-11T05:45:00+07:00
2470,giuong_nam_k6,180,2024-05-11T05:45:00+07:00
2471,ngoi_mem,126,2024-05-12T05:45:00+07:00
2471,giuong_nam_k6,160,2024-05-12T05:45:00+07:00
2472,ngoi_mem,120,2024-05-12T05:45:00+07:00
2472,giuong_nam_k6,152,2024-05-12T05:45:00+07:00
2473,ngoi_mem,113,2024-05-12T05:45:00+07:00
2473,giuong_nam_k6,146,2024-05-12T05:45:00+07:00
2474,ngoi_mem,108,2024-05-12T05:45:00+07:00
2474,giuong_nam_k6,141,2024-05-12T05:45:00+07:00
2475,ngoi_mem,98,2024-05-12T05:45:00+07:00
2475,giuong_nam_k6,107,2024-05-12T05:45:00+07:00
2476,ngoi_mem,108,2024-05-12T05:45:00+07:00
2476,giuong_nam_k6,83,2024-05-12T05:45:00+07:00
2477,ngoi_mem,105,2024-05-12T05:45:00+07:00
2477,giuong_nam_k6,74,2024-05-12T05:45:00+07:00
2478,ngoi_mem,94,2024-05-12T05:45:00+07:00
2478,giuong_nam_k6,79,2024-05-12T05:45:00+07:00
2479,ngoi_mem,74,2024-05-12T05:45:00+07:00
2479,giuong_nam_k6,61,2024-05-12T05:45:00+07:00
2480,ngoi_mem,83,2024-05-12T05:45:00+07:00
2480,giuong_nam_k6,65,2024-05-12T05:45:00+07:00
2481,ngoi_mem,103,2024-05-12T05:45:00+07:00
2481,giuong_nam_k6,77,2024-05-12T05:45:00+07:00
2482,ngoi_mem,111,2024-05-12T05:45:00+07:00
2482,giuong_nam_k6,82,2024-05-12T05:45:00+07:00
2483,ngoi_mem,116,2024-05-12T05:45:00+07:00
2483,giuong_nam_k6,87,2024-05-12T05:45:00+07:00
2484,ngoi_mem,111,2024-05-12T05:45:00+07:00
2484,giuong_nam_k6,105,2024-05-12T05:45:00+07:00
2485,ngoi_mem,121,2024-05-12T05:45:00+07:00
2485,giuong_nam_k6,151,2024-05-12T05:45:00+07:00
2486,ngoi_mem,127,2024-05-12T05:45:00+07:00
2486,giuong_nam_k6,162,2024-05-12T05:45:00+07:00
2487,ngoi_mem,135,2024-05-12T05:45:00+07:00
2487,giuong_nam_k6,167,2024-05-12T05:45:00+07:00
2488,ngoi_mem,137,2024-05-12T05:45:00+07:00
2488,giuong_nam_k6,174,2024-05-12T05:45:00+07:00
2489,ngoi_mem,136,2024-05-12T05:45:00+07:00
2489,giuong_nam_k6,189,2024-05-12T05:45:00+07:00
2490,ngoi_mem,117,2024-05-13T05:45:00+07:00
2490,giuong_nam_k6,188,2024-05-13T05:45:00+07:00
2491,ngoi_mem,114,2024-05-13T05:45:00+07:00
2491,giuong_nam_k6,186,2024-05-13T05:45:00+07:00
2492,ngoi_mem,122,2024-05-13T05:45:00+07:00
2492,giuong_nam_k6,177,2024-05-13T05:45:00+07:00
2493,ngoi_mem,126,2024-05-13T05:45:00+07:00
2493,giuong_nam_k6,174,2024-05-13T05:45:00+07:00
2494,ngoi_mem,133,2024-05-13T05:45:00+07:00
2494,giuong_nam_k6,166,2024-05-13T05:45:00+07:00
2495,ngoi_mem,121,2024-05-13T05:45:00+07:00
2495,giuong_nam_k6,130,2024-05-13T05:45:00+07:00
2496,ngoi_mem,119,2024-05-13T05:45:00+07:00
2496,giuong_nam_k6,134,2024-05-13T05:45:00+07:00
2497,ngoi_mem,109,2024-05-13T05:45:00+07:00
2497,giuong_nam_k6,128,2024-05-13T05:45:00+07:00
2498,ngoi_mem,83,2024-05-13T05:45:00+07:00
2498,giuong_nam_k6,92,2024-05-13T05:45:00+07:00
2499,ngoi_mem,109,2024-05-13T05:45:00+07:00
2499,giuong_nam_k6,109,2024-05-13T05:45:00+07:00
2500,ngoi_mem,114,2024-05-13T05:45:00+07:00
2500,giuong_nam_k6,114,2024-05-13T05:45:00+07:00
2501,ngoi_mem,117,2024-05-13T05:45:00+07:00
2501,giuong_nam_k6,121,2024-05-13T05:45:00+07:00
2502,ngoi_mem,125,2024-05-13T05:45:00+07:00
2502,giuong_nam_k6,138,2024-05-13T05:45:00+07:00
2503,ngoi_mem,127,2024-05-13T05:45:00+07:00
2503,giuong_nam_k6,148,2024-05-13T05:45:00+07:00
2504,ngoi_mem,144,2024-05-13T05:45:00+07:00
2504,giuong_nam_k6,180,2024-05-13T05:45:00+07:00
2505,ngoi_mem,141,2024-05-13T05:45:00+07:00
2505,giuong_nam_k6,190,2024-05-13T05:45:00+07:00
2506,ngoi_mem,136,2024-05-13T05:45:00+07:00
2506,giuong_nam_k6,198,2024-05-13T05:45:00+07:00
2507,ngoi_mem,137,2024-05-13T05:45:00+07:00
2507,giuong_nam_k6,200,2024-05-13T05:45:00+07:00
2508,ngoi_mem,131,2024-05-13T05:45:00+07:00
2508,giuong_nam_k6,211,2024-05-13T05:45:00+07:00
2509,ngoi_mem,93,2024-05-14T05:45:00+07:00
2509,giuong_nam_k6,189,2024-05-14T05:45:00+07:00
2510,ngoi_mem,97,2024-05-14T05:45:00+07:00
2510,giuong_nam_k6,176,2024-05-14T05:45:00+07:00
2511,ngoi_mem,92,2024-05-14T05:45:00+07:00
2511,giuong_nam_k6,157,2024-05-14T05:45:00+07:00
2512,ngoi_mem,96,2024-05-14T05:45:00+07:00
2512,giuong_nam_k6,148,2024-05-14T05:45:00+07:00
2513,ngoi_mem,97,2024-05-14T05:45:00+07:00
2513,giuong_nam_k6,131,2024-05-14T05:45:00+07:00
2514,ngoi_mem,102,2024-05-14T05:45:00+07:00
2514,giuong_nam_k6,100,2024-05-14T05:45:00+07:00
2515,ngoi_mem,96,2024-05-14T05:45:00+07:00
2515,giuong_nam_k6,99,2024-05-14T05:45:00+07:00
2516,ngoi_mem,81,2024-05-14T05:45:00+07:00
2516,giuong_nam_k6,94,2024-05-14T05:45:00+07:00
2517,ngoi_mem,57,2024-05-14T05:45:00+07:00
2517,giuong_nam_k6,81,2024-05-14T05:45:00+07:00
2518,ngoi_mem,69,2024-05-14T05:45:00+07:00
2518,giuong_nam_k6,104,2024-05-14T05:45:00+07:00
2519,ngoi_mem,78,2024-05-14T05:45:00+07:00
2519,giuong_nam_k6,112,2024-05-14T05:45:00+07:00
2520,ngoi_mem,98,2024-05-14T05:45:00+07:00
2520,giuong_nam_k6,118,2024-05-14T05:45:00+07:00
2521,ngoi_mem,107,2024-05-14T05:45:00+07:00
2521,giuong_nam_k6,114,2024-05-14T05:45:00+07:00
2522,ngoi_mem,107,2024-05-14T05:45:00+07:00
2522,giuong_nam_k6,113,2024-05-14T05:45:00+07:00
2523,ngoi_mem,128,2024-05-14T05:45:00+07:00
2523,giuong_nam_k6,146,2024-05-14T05:45:00+07:00
2524,ngoi_mem,137,2024-05-14T05:45:00+07:00
2524,giuong_nam_k6,150,2024-05-14T05:45:00+07:00
2525,ngoi_mem,134,2024-05-14T05:45:00+07:00
2525,giuong_nam_k6,147,2024-05-14T05:45:00+07:00
2526,ngoi_mem,139,2024-05-14T05:45:00+07:00
2526,giuong_nam_k6,155,2024-05-14T05:45:00+07:00
2527,ngoi_mem,136,2024-05-14T05:45:00+07:00
2527,giuong_nam_k6,165,2024-05-14T05:45:00+07:00
2528,ngoi_mem,117,2024-05-15T05:45:00+07:00
2528,giuong_nam_k6,203,2024-05-15T05:45:00+07:00
2529,ngoi_mem,117,2024-05-15T05:45:00+07:00
2529,giuong_nam_k6,194,2024-05-15T05:45:00+07:00
2530,ngoi_mem,117,2024-05-15T05:45:00+07:00
2530,giuong_nam_k6,186,2024-05-15T05:45:00+07:00
2531,ngoi_mem,121,2024-05-15T05:45:00+07:00
2531,giuong_nam_k6,174,2024-05-15T05:45:00+07:00
2532,ngoi_mem,124,2024-05-15T05:45:00+07:00
2532,giuong_nam_k6,164,2024-05-15T05:45:00+07:00
2533,ngoi_mem,128,2024-05-15T05:45:00+07:00
2533,giuong_nam_k6,135,2024-05-15T05:45:00+07:00
2534,ngoi_mem,118,2024-05-15T05:45:00+07:00
2534,giuong_nam_k6,132,2024-05-15T05:45:00+07:00
2535,ngoi_mem,113,2024-05-15T05:45:00+07:00
2535,giuong_nam_k6,120,2024-05-15T05:45:00+07:00
2536,ngoi_mem,85,2024-05-15T05:45:00+07:00
2536,giuong_nam_k6,103,2024-05-15T05:45:00+07:00
2537,ngoi_mem,107,2024-05-15T05:45:00+07:00
2537,giuong_nam_k6,135,2024-05-15T05:45:00+07:00
2538,ngoi_mem,119,2024-05-15T05:45:00+07:00
2538,giuong_nam_k6,137,2024-05-15T05:45:00+07:00
2539,ngoi_mem,128,2024-05-15T05:45:00+07:00
2539,giuong_nam_k6,149,2024-05-15T05:45:00+07:00
2540,ngoi_mem,130,2024-05-15T05:45:00+07:00
2540,giuong_nam_k6,149,2024-05-15T05:45:00+07:00
2541,ngoi_mem,134,2024-05-15T05:45:00+07:00
2541,giuong_nam_k6,162,2024-05-15T05:45:00+07:00
2542,ngoi_mem,147,2024-05-15T05:45:00+07:00
2542,giuong_nam_k6,178,2024-05-15T05:45:00+07:00
2543,ngoi_mem,157,2024-05-15T05:45:00+07:00
2543,giuong_nam_k6,184,2024-05-15T05:45:00+07:00
2544,ngoi_mem,157,2024-05-15T05:45:00+07:00
2544,giuong_nam_k6,187,2024-05-15T05:45:00+07:00
2545,ngoi_mem,159,2024-05-15T05:45:00+07:00
2545,giuong_nam_k6,193,2024-05-15T05:45:00+07:00
2546,ngoi_mem,158,2024-05-15T05:45:00+07:00
2546,giuong_nam_k6,192,2024-05-15T05:45:00+07:00
2547,ngoi_mem,135,2024-05-16T05:45:00+07:00
2547,giuong_nam_k6,191,2024-05-16T05:45:00+07:00
2548,ngoi_mem,132,2024-05-16T05:45:00+07:00
2548,giuong_nam_k6,188,2024-05-16T05:45:00+07:00
2549,ngoi_mem,132,2024-05-16T05:45:00+07:00
2549,giuong_nam_k6,179,2024-05-16T05:45:00+07:00
2550,ngoi_mem,129,2024-05-16T05:45:00+07:00
2550,giuong_nam_k6,175,2024-05-16T05:45:00+07:00
2551,ngoi_mem,127,2024-05-16T05:45:00+07:00
2551,giuong_nam_k6,164,2024-05-16T05:45:00+07:00
2552,ngoi_mem,137,2024-05-16T05:45:00+07:00
2552,giuong_nam_k6,137,2024-05-16T05:45:00+07:00
2553,ngoi_mem,127,2024-05-16T05:45:00+07:00
2553,giuong_nam_k6,132,2024-05-16T05:45:00+07:00
2554,ngoi_mem,120,2024-05-16T05:45:00+07:00
2554,giuong_nam_k6,122,2024-05-16T05:45:00+07:00
2555,ngoi_mem,101,2024-05-16T05:45:00+07:00
2555,giuong_nam_k6,119,2024-05-16T05:45:00+07:00
2556,ngoi_mem,110,2024-05-16T05:45:00+07:00
2556,giuong_nam_k6,136,2024-05-16T05:45:00+07:00
2557,ngoi_mem,118,2024-05-16T05:45:00+07:00
2557,giuong_nam_k6,136,2024-05-16T05:45:00+07:00
2558,ngoi_mem,134,2024-05-16T05:45:00+07:00
2558,giuong_nam_k6,143,2024-05-16T05:45:00+07:00
2559,ngoi_mem,136,2024-05-16T05:45:00+07:00
2559,giuong_nam_k6,155,2024-05-16T05:45:00+07:00
2560,ngoi_mem,137,2024-05-16T05:45:00+07:00
2560,giuong_nam_k6,158,2024-05-16T05:45:00+07:00
2561,ngoi_mem,152,2024-05-16T05:45:00+07:00
2561,giuong_nam_k6,184,2024-05-16T05:45:00+07:00
2562,ngoi_mem,154,2024-05-16T05:45:00+07:00
2562,giuong_nam_k6,189,2024-05-16T05:45:00+07:00
2563,ngoi_mem,158,2024-05-16T05:45:00+07:00
2563,giuong_nam_k6,200,2024-05-16T05:45:00+07:00
2564,ngoi_mem,159,2024-05-16T05:45:00+07:00
2564,giuong_nam_k6,203,2024-05-16T05:45:00+07:00
2565,ngoi_mem,158,2024-05-16T05:45:00+07:00
2565,giuong_nam_k6,204,2024-05-16T05:45:00+07:00
2566,ngoi_mem,121,2024-05-17T05:45:00+07:00
2566,giuong_nam_k6,187,2024-05-17T05:45:00+07:00
2567,ngoi_mem,119,2024-05-17T05:45:00+07:00
2567,giuong_nam_k6,180,2024-05-17T05:45:00+07:00
2568,ngoi_mem,120,2024-05-17T05:45:00+07:00
2568,giuong_nam_k6,175,2024-05-17T05:45:00+07:00
2569,ngoi_mem,121,2024-05-17T05:45:00+07:00
2569,giuong_nam_k6,164,2024-05-17T05:45:00+07:00
2570,ngoi_mem,123,2024-05-17T05:45:00+07:00
2570,giuong_nam_k6,149,2024-05-17T05:45:00+07:00
2571,ngoi_mem,117,2024-05-17T05:45:00+07:00
2571,giuong_nam_k6,128,2024-05-17T05:45:00+07:00
2572,ngoi_mem,118,2024-05-17T05:45:00+07:00
2572,giuong_nam_k6,125,2024-05-17T05:45:00+07:00
2573,ngoi_mem,97,2024-05-17T05:45:00+07:00
2573,giuong_nam_k6,124,2024-05-17T05:45:00+07:00
2574,ngoi_mem,63,2024-05-17T05:45:00+07:00
2574,giuong_nam_k6,85,2024-05-17T05:45:00+07:00
2575,ngoi_mem,110,2024-05-17T05:45:00+07:00
2575,giuong_nam_k6,126,2024-05-17T05:45:00+07:00
2576,ngoi_mem,116,2024-05-17T05:45:00+07:00
2576,giuong_nam_k6,129,2024-05-17T05:45:00+07:00
2577,ngoi_mem,120,2024-05-17T05:45:00+07:00
2577,giuong_nam_k6,141,2024-05-17T05:45:00+07:00
2578,ngoi_mem,129,2024-05-17T05:45:00+07:00
2578,giuong_nam_k6,145,2024-05-17T05:45:00+07:00
2579,ngoi_mem,128,2024-05-17T05:45:00+07:00
2579,giuong_nam_k6,157,2024-05-17T05:45:00+07:00
2580,ngoi_mem,155,2024-05-17T05:45:00+07:00
2580,giuong_nam_k6,170,2024-05-17T05:45:00+07:00
2581,ngoi_mem,153,2024-05-17T05:45:00+07:00
2581,giuong_nam_k6,178,2024-05-17T05:45:00+07:00
2582,ngoi_mem,151,2024-05-17T05:45:00+07:00
2582,giuong_nam_k6,186,2024-05-17T05:45:00+07:00
2583,ngoi_mem,155,2024-05-17T05:45:00+07:00
2583,giuong_nam_k6,191,2024-05-17T05:45:00+07:00
2584,ngoi_mem,154,2024-05-17T05:45:00+07:00
2584,giuong_nam_k6,195,2024-05-17T05:45:00+07:00
2585,ngoi_mem,109,2024-05-18T05:45:00+07:00
2585,giuong_nam_k6,177,2024-05-18T05:45:00+07:00
2586,ngoi_mem,110,2024-05-18T05:45:00+07:00
2586,giuong_nam_k6,173,2024-05-18T05:45:00+07:00
2587,ngoi_mem,102,2024-05-18T05:45:00+07:00
2587,giuong_nam_k6,166,2024-05-18T05:45:00+07:00
2588,ngoi_mem,102,2024-05-18T05:45:00+07:00
2588,giuong_nam_k6,156,2024-05-18T05:45:00+07:00
2589,ngoi_mem,98,2024-05-18T05:45:00+07:00
2589,giuong_nam_k6,141,2024-05-18T05:45:00+07:00
2590,ngoi_mem,107,2024-05-18T05:45:00+07:00
2590,giuong_nam_k6,120,2024-05-18T05:45:00+07:00
2591,ngoi_mem,96,2024-05-18T05:45:00+07:00
2591,giuong_nam_k6,118,2024-05-18T05:45:00+07:00
2592,ngoi_mem,95,2024-05-18T05:45:00+07:00
2592,giuong_nam_k6,114,2024-05-18T05:45:00+07:00
2593,ngoi_mem,55,2024-05-18T05:45:00+07:00
2593,giuong_nam_k6,79,2024-05-18T05:45:00+07:00
2594,ngoi_mem,73,2024-05-18T05:45:00+07:00
2594,giuong_nam_k6,108,2024-05-18T05:45:00+07:00
2595,ngoi_mem,93,2024-05-18T05:45:00+07:00
2595,giuong_nam_k6,108,2024-05-18T05:45:00+07:00
2596,ngoi_mem,96,2024-05-18T05:45:00+07:00
2596,giuong_nam_k6,122,2024-05-18T05:45:00+07:00
2597,ngoi_mem,98,2024-05-18T05:45:00+07:00
2597,giuong_nam_k6,130,2024-05-18T05:45:00+07:00
2598,ngoi_mem,91,2024-05-18T05:45:00+07:00
2598,giuong_nam_k6,134,2024-05-18T05:45:00+07:00
2599,ngoi_mem,118,2024-05-18T05:45:00+07:00
2599,giuong_nam_k6,158,2024-05-18T05:45:00+07:00
2600,ngoi_mem,119,2024-05-18T05:45:00+07:00
2600,giuong_nam_k6,165,2024-05-18T05:45:00+07:00
2601,ngoi_mem,127,2024-05-18T05:45:00+07:00
2601,giuong_nam_k6,173,2024-05-18T05:45:00+07:00
2602,ngoi_mem,128,2024-05-18T05:45:00+07:00
2602,giuong_nam_k6,176,2024-05-18T05:45:00+07:00
2603,ngoi_mem,122,2024-05-18T05:45:00+07:00
2603,giuong_nam_k6,187,2024-05-18T05:45:00+07:00
2604,ngoi_mem,92,2024-05-19T05:45:00+07:00
